rm: cannot remove ‘/home/yangsi/.matlab/local_cluster_jobs/R2019b/Job5/Task7.common.mat’: Stale file handle
rm: cannot remove ‘/home/yangsi/.matlab/local_cluster_jobs/R2019b/Job2/Task2-13.in.mat’: Stale file handle
rm: cannot remove ‘/home/yangsi/.matlab/local_cluster_jobs/R2019b/Job2/Task13.out.mat’: Stale file handle
rm: cannot remove ‘/home/yangsi/.matlab/local_cluster_jobs/R2019b/Job2/Task4.out.mat’: Stale file handle
rm: cannot remove ‘/home/yangsi/.matlab/local_cluster_jobs/R2019b/Job2/Task12.common.mat’: Stale file handle
rm: cannot remove ‘/home/yangsi/.matlab/local_cluster_jobs/R2019b/Job2/Task8.out.mat’: Stale file handle

                            < M A T L A B (R) >
                  Copyright 1984-2019 The MathWorks, Inc.
              R2019b Update 3 (9.7.0.1261785) 64-bit (glnxa64)
                             November 27, 2019

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> 
OptCase =

    'Optimmay4'

>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> Starting parallel pool (parpool) using the 'local' profile ...
Connected to the parallel pool (number of workers: 13).
>> >> >> >> >> >> >> bgc1d_iteration - cost : 0.036089
bgc1d_iteration - cost : 0.0074118
bgc1d_iteration - cost : 0.0074121
bgc1d_iteration - cost : 0.0074111
bgc1d_iteration - cost : 0.0074116
bgc1d_iteration - cost : 0.0074104
bgc1d_iteration - cost : 0.0074106
bgc1d_iteration - cost : 0.0074128
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074119
bgc1d_iteration - cost : 0.0074116
bgc1d_iteration - cost : 0.0074135
bgc1d_iteration - cost : 0.0074112
bgc1d_iteration - cost : 0.0074112
bgc1d_iteration - cost : 0.0074132
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074109
bgc1d_iteration - cost : 0.0074114
bgc1d_iteration - cost : 0.007413
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074117
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074115
bgc1d_iteration - cost : 0.0074118
bgc1d_iteration - cost : 0.0074108
bgc1d_iteration - cost : 0.007412
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074109
bgc1d_iteration - cost : 0.0074114
bgc1d_iteration - cost : 0.0074112
bgc1d_iteration - cost : 0.0074119
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074118
bgc1d_iteration - cost : 0.0074137
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074124
bgc1d_iteration - cost : 0.0074135
bgc1d_iteration - cost : 0.0074125
bgc1d_iteration - cost : 0.0074107
bgc1d_iteration - cost : 0.0074138
bgc1d_iteration - cost : 0.0074118
bgc1d_iteration - cost : 0.0074133
bgc1d_iteration - cost : 0.0074108
bgc1d_iteration - cost : 0.0074122
bgc1d_iteration - cost : 0.0074124
bgc1d_iteration - cost : 0.0074109
bgc1d_iteration - cost : 0.0074117
bgc1d_iteration - cost : 0.0074119
bgc1d_iteration - cost : 0.0074113
bgc1d_iteration - cost : 0.0074124
bgc1d_iteration - cost : 0.0074113
bgc1d_iteration - cost : 0.0074129
bgc1d_iteration - cost : 0.0074133
bgc1d_iteration - cost : 0.0074121
bgc1d_iteration - cost : 0.0074123
bgc1d_iteration - cost : 0.0074107
bgc1d_iteration - cost : 0.0074118
bgc1d_iteration - cost : 0.0074121
bgc1d_iteration - cost : 0.0074115
bgc1d_iteration - cost : 0.0074108
bgc1d_iteration - cost : 0.0074134
bgc1d_iteration - cost : 0.0074132
bgc1d_iteration - cost : 0.0074125
bgc1d_iteration - cost : 0.0074128
bgc1d_iteration - cost : 0.0074109
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074116
bgc1d_iteration - cost : 0.0074104
bgc1d_iteration - cost : 0.0074115
bgc1d_iteration - cost : 0.0074127
bgc1d_iteration - cost : 0.0074124
bgc1d_iteration - cost : 0.0074113
bgc1d_iteration - cost : 0.0074104
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.0074109
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074124
bgc1d_iteration - cost : 0.0074119
bgc1d_iteration - cost : 0.0074115
bgc1d_iteration - cost : 0.0074121
bgc1d_iteration - cost : 0.0074107
bgc1d_iteration - cost : 0.0074132
bgc1d_iteration - cost : 0.0074107
bgc1d_iteration - cost : 0.0074119
bgc1d_iteration - cost : 0.0074123
bgc1d_iteration - cost : 0.0074126
bgc1d_iteration - cost : 0.0074117
bgc1d_iteration - cost : 0.0074119
bgc1d_iteration - cost : 0.0074117
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.007411
bgc1d_iteration - cost : 0.0074121
bgc1d_iteration - cost : 0.0074116
bgc1d_iteration - cost : 0.007411
bgc1d_iteration - cost : 0.0074114
bgc1d_iteration - cost : 0.0074109
bgc1d_iteration - cost : 0.0074114
bgc1d_iteration - cost : 0.007411
bgc1d_iteration - cost : 0.0074114
bgc1d_iteration - cost : 0.0074107
bgc1d_iteration - cost : 0.0074133
bgc1d_iteration - cost : 0.0074106
bgc1d_iteration - cost : 0.007411
bgc1d_iteration - cost : 0.0074109
bgc1d_iteration - cost : 0.0074115
bgc1d_iteration - cost : 0.0074119
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074104
bgc1d_iteration - cost : 0.0074121
bgc1d_iteration - cost : 0.0074113
bgc1d_iteration - cost : 0.0074118
bgc1d_iteration - cost : 0.0074113
bgc1d_iteration - cost : 0.007411
bgc1d_iteration - cost : 0.0074107
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.0074121
bgc1d_iteration - cost : 0.0074124
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.0074113
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074113
bgc1d_iteration - cost : 0.007411
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.0074108
bgc1d_iteration - cost : 0.0074114
bgc1d_iteration - cost : 0.0074116
bgc1d_iteration - cost : 0.0074116
bgc1d_iteration - cost : 0.0074116
bgc1d_iteration - cost : 0.0074122
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074114
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.0074109
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074104
bgc1d_iteration - cost : 0.0074115
bgc1d_iteration - cost : 0.007412
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074115
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074108
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.007411
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074106
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.0074107
bgc1d_iteration - cost : 0.0074113
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074112
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.0074114
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074104
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074104
bgc1d_iteration - cost : 0.0074104
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.0074107
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.007411
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074115
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074109
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074111
bgc1d_iteration - cost : 0.0074115
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074111
bgc1d_iteration - cost : 0.0074108
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074116
bgc1d_iteration - cost : 0.0074108
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074115
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074104
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.007411
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074104
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074111
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.0074115
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074109
bgc1d_iteration - cost : 0.0074109
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.0074108
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.0074122
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074107
bgc1d_iteration - cost : 0.0074106
bgc1d_iteration - cost : 0.007411
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074107
bgc1d_iteration - cost : 0.0074104
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074112
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074104
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074104
bgc1d_iteration - cost : 0.0074107
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074106
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074111
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074109
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074104
bgc1d_iteration - cost : 0.0074107
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.0074104
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074106
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074119
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074107
bgc1d_iteration - cost : 0.0074104
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074106
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.0074109
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074111
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074104
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074104
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.007411
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074108
bgc1d_iteration - cost : 0.007411
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074104
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074107
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074109
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074109
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.0074104
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074104
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074107
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074104
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.0074092
bgc1d_iteration - cost : 0.0074092
bgc1d_iteration - cost : 0.0074106
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074109
bgc1d_iteration - cost : 0.0074111
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074113
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074106
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074092
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074092
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074092
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074095
 1200 ,  15601 : 7.4091855157147e-03 +(3e-07,8e-07) | 1.36e+02 |  1:1.1e-04  3:1.0e-02
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074092
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074092
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074104
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074092
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.0074091
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074091
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.007409
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074091
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074089
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074092
bgc1d_iteration - cost : 0.0074092
bgc1d_iteration - cost : 0.0074088
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.007409
bgc1d_iteration - cost : 0.0074092
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074092
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074089
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074092
bgc1d_iteration - cost : 0.007409
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074092
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.0074091
bgc1d_iteration - cost : 0.007409
bgc1d_iteration - cost : 0.0074106
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074091
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074092
bgc1d_iteration - cost : 0.0074089
bgc1d_iteration - cost : 0.0074091
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074091
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074092
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074102
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074092
bgc1d_iteration - cost : 0.0074092
bgc1d_iteration - cost : 0.0074092
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074104
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074106
bgc1d_iteration - cost : 0.0074092
bgc1d_iteration - cost : 0.0074098
bgc1d_iteration - cost : 0.0074107
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074092
bgc1d_iteration - cost : 0.0074092
bgc1d_iteration - cost : 0.0074089
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.007409
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074101
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074092
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.0074108
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074091
bgc1d_iteration - cost : 0.0074092
bgc1d_iteration - cost : 0.0074105
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074097
bgc1d_iteration - cost : 0.0074092
bgc1d_iteration - cost : 0.00741
bgc1d_iteration - cost : 0.0074092
